Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
,Roger,Clavet,Louis-Hébert,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Bernard,Cleary,Louis-Saint-Laurent,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Ryan,Cleary,St. John's South—Mount Pearl,Newfoundland and Labrador,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Tony,Clement,Parry Sound—Muskoka,Ontario,Independent,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Hec,Clouthier,Renfrew—Nipissing—Pembroke,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Siobhan,Coady,St. John's South—Mount Pearl,Newfoundland and Labrador,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Denis,Coderre,Bourassa,Quebec,Liberal,2011-05-02 12:00:00 AM,2013-06-02 11:59:59 PM
,Shaughnessy,Cohen,Windsor—St. Clair,Ontario,Liberal,1997-06-02 12:00:00 AM,1998-12-09 12:00:00 AM
Hon.,David,Collenette,Don Valley East,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Joe,Comartin,Windsor—Tecumseh,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Joe,Comuzzi,Thunder Bay—Superior North,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Sheila,Copps,Hamilton East,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Guy,Côté,Portneuf—Jacques-Cartier,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Raymond,Côté,Beauport—Limoilou,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Irwin,Cotler,Mount Royal,Quebec,Liberal,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Paul,Crête,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2009-05-21 11:59:59 PM
,Joan,Crockatt,Calgary Centre,Alberta,Conservative,2012-11-26 12:00:00 AM,2015-10-18 11:59:59 PM
,Bonnie,Crombie,Mississauga—Streetsville,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Jean,Crowder,Nanaimo—Cowichan,British Columbia,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Nathan,Cullen,Skeena—Bulkley Valley,British Columbia,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Roy,Cullen,Etobicoke North,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,James,Cumming,Edmonton Centre,Alberta,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,John,Cummins,Delta—Richmond East,British Columbia,Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Rodger,Cuzner,Cape Breton—Canso,Nova Scotia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Madeleine,Dalphond-Guiral,Laval Centre,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Jean-Claude,D'Amours,Madawaska—Restigouche,New Brunswick,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Joe,Daniel,Don Valley East,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Patricia,Davidson,Sarnia—Lambton,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Libby,Davies,Vancouver East,British Columbia,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Anne-Marie,Day,Charlesbourg—Haute-Saint-Charles,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Stockwell,Day,Okanagan—Coquihalla,British Columbia,Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Pierre,de Savoye,Portneuf,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Maud,Debien,Laval East,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Bob,Dechert,Mississauga—Erindale,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Matt,DeCourcey,Fredericton,New Brunswick,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Dean,Del Mastro,Peterborough,Ontario,Conservative Independent,2011-05-02 12:00:00 AM,2014-11-05 3:30:00 PM
,Nicole,Demers,Laval,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Johanne,Deschamps,Laurentides—Labelle,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Bev,Desjarlais,Churchill,Manitoba,Independent,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Luc,Desnoyers,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Odina,Desrochers,Lotbinière—Chutes-de-la-Chaudière,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Paul,DeVillers,Simcoe North,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Barry,Devolin,Haliburton—Kawartha Lakes—Brock,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Paul,Dewar,Ottawa Centre,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Herb,Dhaliwal,Vancouver South—Burnaby,British Columbia,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Ruby,Dhalla,Brampton—Springdale,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Nicola,Di Iorio,Saint-Léonard—Saint-Michel,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-01-29 11:59:59 PM
Hon.,Stéphane,Dion,Saint-Laurent,Quebec,Liberal,2015-10-19 12:00:00 AM,2017-02-06 11:59:59 PM
,Pierre,Dionne Labelle,Rivière-du-Nord,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Kerry,Diotte,Edmonton Griesbach,Alberta,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Nick,Discepola,Vaudreuil—Soulanges,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Michelle,Dockrill,Bras d'Or—Cape Breton,Nova Scotia,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Fin,Donnelly,Port Moody—Coquitlam,British Columbia,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Rosane,Doré Lefebvre,Alfred-Pellan,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jean,Dorion,Longueuil—Pierre-Boucher,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Ujjal,Dosanjh,Vancouver South,British Columbia,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Norman E.,Doyle,St. John's East,Newfoundland and Labrador,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Stan,Dromisky,Thunder Bay—Atikokan,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Claude,Drouin,Beauce,Quebec,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Ken,Dryden,York Centre,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Antoine,Dubé,Lévis-et-Chutes-de-la-Chaudière,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2003-03-17 12:00:00 AM
,Jean,Dubé,Madawaska—Restigouche,New Brunswick,PC,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Matthew,Dubé,Beloeil—Chambly,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Gilles,Duceppe,Laurier—Sainte-Marie,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Nicolas,Dufour,Repentigny,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Ronald,Duhamel,Saint Boniface,Manitoba,Liberal,2000-11-27 12:00:00 AM,2002-01-14 12:00:00 AM
,Maurice,Dumas,Argenteuil—Papineau—Mirabel,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,John,Duncan,Vancouver Island North,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Linda,Duncan,Edmonton Strathcona,Alberta,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Claude,Duplain,Portneuf,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Pierre-Luc,Dusseault,Sherbrooke,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Scott,Duvall,Hamilton Mountain,Ontario,NDP,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Rick,Dykstra,St. Catharines,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Gordon,Earle,Halifax West,Nova Scotia,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Wayne,Easter,Malpeque,Prince Edward Island,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,Ruben,Efford,Avalon,Newfoundland and Labrador,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Art,Eggleton,York Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Jim,Eglinski,Yellowhead,Alberta,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Reed,Elley,Nanaimo—Cowichan,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Neil,Ellis,Bay of Quinte,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,David,Emerson,Vancouver Kingsway,British Columbia,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Ken,Epp,Edmonton—Sherwood Park,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Mark,Eyking,Sydney—Victoria,Nova Scotia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Doug,Eyolfson,Charleswood—St. James—Assiniboia—Headingley,Manitoba,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Meili,Faille,Vaudreuil-Soulanges,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Julian,Fantino,Vaughan,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Georges,Farrah,Bonaventure—Gaspé—Îles-de-la-Madeleine—Pabok,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Sheila,Finestone,Mount Royal,Quebec,Liberal,1997-06-02 12:00:00 AM,1999-08-10 12:00:00 AM
,John,Finlay,Oxford,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Diane,Finley,Haldimand—Norfolk,Ontario,Conservative,2019-10-21 12:00:00 AM,2021-05-11 3:50:00 PM
,Pat,Finnigan,Miramichi—Grand Lake,New Brunswick,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Brian,Fitzpatrick,Prince Albert,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Jim,Flaherty,Whitby—Oshawa,Ontario,Conservative,2011-05-02 12:00:00 AM,2014-04-10 11:59:59 PM
Hon.,Steven,Fletcher,Charleswood—St. James—Assiniboia,Manitoba,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Raymonde,Folco,Laval—Les Îles,Quebec,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Joe,Fontana,London North Centre,Ontario,Liberal,2006-01-23 12:00:00 AM,2006-09-20 11:59:59 PM
Hon.,Judy,Foote,Bonavista—Burin—Trinity,Newfoundland and Labrador,Liberal,2015-10-19 12:00:00 AM,2017-09-30 11:59:59 PM
,Paul,Forseth,New Westminster—Coquitlam,British Columbia,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Jean-François,Fortin,Haute-Gaspésie—La Mitis—Matane—Matapédia,Quebec,,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Ghislain,Fournier,Manicouagan,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Colin,Fraser,West Nova,Nova Scotia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Carole,Freeman,Châteauguay—Saint-Constant,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Mylène,Freeman,Argenteuil—Papineau—Mirabel,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Liza,Frulla,Jeanne-Le Ber,Quebec,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Stephen,Fuhr,Kelowna—Lake Country,British Columbia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Alfonso,Gagliano,Saint-Léonard—Saint-Michel,Quebec,Liberal,2000-11-27 12:00:00 AM,2002-01-14 12:00:00 AM
,Christiane,Gagnon,Québec,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Marcel,Gagnon,Saint-Maurice—Champlain,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Sébastien,Gagnon,Jonquière—Alma,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Royal,Galipeau,Ottawa—Orléans,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Roger,Gallaway,Sarnia—Lambton,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Roger,Gaudet,Montcalm,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Michel,Gauthier,Roberval—Lac-Saint-Jean,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2007-07-29 11:59:59 PM
,Réjean,Genest,Shefford,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jonathan,Genest-Jourdain,Manicouagan,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Alain,Giguère,Marc-Aurèle-Fortin,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Parm,Gill,Brampton—Springdale,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Bill,Gilmour,Nanaimo—Alberni,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Jocelyne,Girard-Bujold,Jonquière,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Shelly,Glover,Saint Boniface,Manitoba,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Marc,Godbout,Ottawa—Orléans,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,John,Godfrey,Don Valley West,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-08-01 11:59:59 PM
,Maurice,Godin,Châteauguay,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Yvon,Godin,Acadie—Bathurst,New Brunswick,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Robert,Goguen,Moncton—Riverview—Dieppe,New Brunswick,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Peter,Goldring,Edmonton East,Alberta,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Pamela,Goldsmith-Jones,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Ralph,Goodale,Regina—Wascana,Saskatchewan,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Gary,Goodyear,Cambridge,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Bal,Gosal,Bramalea—Gore—Malton,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jim,Gouk,British Columbia Southern Interior,British Columbia,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Bill,Graham,Toronto Centre,Ontario,Liberal,2006-01-23 12:00:00 AM,2007-07-02 11:59:59 PM
,David de Burgh,Graham,Laurentides—Labelle,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Raymond,Gravel,Repentigny,Quebec,Bloc Québécois,2006-11-27 12:00:00 AM,2008-10-13 11:59:59 PM
,Claude,Gravelle,Nickel Belt,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Rt. Hon,Herb,Gray,Windsor West,Ontario,Liberal,2000-11-27 12:00:00 AM,2002-01-14 12:00:00 AM
,Gurmant,Grewal,Newton—North Delta,British Columbia,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Nina,Grewal,Fleetwood—Port Kells,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Raj,Grewal,Brampton East,Ontario,Independent,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Deborah,Grey,Edmonton North,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Sadia,Groguhé,Saint-Lambert,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Ivan,Grose,Oshawa,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Dennis,Gruending,Saskatoon—Rosetown—Biggar,Saskatchewan,NDP,1999-11-15 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Albina,Guarnieri,Mississauga East—Cooksville,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Monique,Guay,Rivière-du-Nord,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Helena,Guergis,Simcoe—Grey,Ontario,Independent Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Claude,Guimond,Rimouski-Neigette—Témiscouata—Les Basques,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Michel,Guimond,Montmorency—Charlevoix—Haute-Côte-Nord,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Martha,Hall Findlay,Willowdale,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Art,Hanger,Calgary Northeast,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Mac,Harb,Ottawa Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2003-09-08 11:59:59 PM
,Cheryl,Hardcastle,Windsor—Tecumseh,Ontario,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Louise,Hardy,Yukon,Yukon,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Right Hon.,Stephen,Harper,Calgary Heritage,Alberta,Conservative,2015-10-19 12:00:00 AM,2016-08-26 11:59:59 PM
,Dan,Harris,Scarborough Southwest,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jack,Harris,St. John's East,Newfoundland and Labrador,NDP,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Richard,Harris,Cariboo—Prince George,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jeremy,Harrison,Desnethé—Missinippi—Churchill River,Saskatchewan,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Jim,Hart,Okanagan—Coquihalla,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-07-19 12:00:00 AM
Hon.,John,Harvard,Charleswood St. James—Assiniboia,Manitoba,Liberal,2000-11-27 12:00:00 AM,2004-05-06 11:59:59 PM
Hon.,André,Harvey,Chicoutimi—Le Fjord,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Luc,Harvey,Louis-Hébert,Quebec,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,T.J.,Harvey,Tobique—Mactaquac,New Brunswick,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Sana,Hassainia,Verchères—Les Patriotes,Quebec,Independent,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Laurie,Hawn,Edmonton Centre,Alberta,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Bryan,Hayes,Sault Ste. Marie,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Sharon,Hayes,Port Moody—Coquitlam—Port Coquitlam,British Columbia,Reform,1997-06-02 12:00:00 AM,1997-10-01 12:00:00 AM
Hon.,Loyola,Hearn,St. John's South—Mount Pearl,Newfoundland and Labrador,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Richard,Hébert,Lac-Saint-Jean,Quebec,Liberal,2017-10-23 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Kent,Hehr,Calgary Centre,Alberta,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,John,Herron,Fundy—Royal,New Brunswick,PC,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Russ,Hiebert,South Surrey—White Rock—Cloverdale,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Grant,Hill,Macleod,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Jay,Hill,Prince George—Peace River,British Columbia,Conservative,2008-10-14 12:00:00 AM,2010-10-25 11:59:59 PM
,Jim,Hillyer,Medicine Hat—Cardston—Warner,Alberta,Conservative,2015-10-19 12:00:00 AM,2016-03-23 11:59:59 PM
,Howard,Hilstrom,Selkirk—Interlake,Manitoba,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Betty,Hinton,Kamloops—Thompson—Cariboo,British Columbia,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Jake,Hoeppner,Portage—Lisgar,Manitoba,Independent,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Gordie,Hogg,South Surrey—White Rock,British Columbia,Liberal,2017-12-11 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Ed,Holder,London West,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Ted,Hsu,Kingston and the Islands,Ontario,Liberal,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Charles,Hubbard,Miramichi,New Brunswick,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Bruce,Hyer,Thunder Bay—Superior North,Ontario,Green Party,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Tony,Ianno,Trinity—Spadina,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,David,Iftody,Provencher,Manitoba,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Michael,Ignatieff,Etobicoke—Lakeshore,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Ovid,Jackson,Bruce—Grey—Owen Sound,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Pierre,Jacob,Brome—Missisquoi,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Rahim,Jaffer,Edmonton—Strathcona,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Roxanne,James,Scarborough Centre,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Tamara,Jansen,Cloverdale—Langley City,British Columbia,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Brian,Jean,Fort McMurray—Athabasca,Alberta,Conservative,2011-05-02 12:00:00 AM,2014-01-17 11:59:59 PM
Hon.,Marlene,Jennings,Notre-Dame-de-Grâce—Lachine,Quebec,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Christian,Jobin,Lévis-et-Chutes-de-la-Chaudière,Quebec,Liberal,2003-06-16 12:00:00 AM,2004-06-27 11:59:59 PM
,Dale,Johnston,Wetaskiwin,Alberta,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Georgina,Jolibois,Desnethé—Missinippi—Churchill River,Saskatchewan,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Jim,Jones,Markham,Ontario,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Bernadette,Jordan,South Shore—St. Margarets,Nova Scotia,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,Joe,Jordan,Leeds—Grenville,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Susan,Kadis,Thornhill,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Randy,Kamp,Pitt Meadows—Maple Ridge—Mission,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Darshan Singh,Kang,Calgary Skyview,Alberta,Independent,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Andrew,Kania,Brampton West,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Nancy,Karetak-Lindell,Nunavut,Nunavut,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Jim,Karygiannis,Scarborough—Agincourt,Ontario,Liberal,2011-05-02 12:00:00 AM,2014-04-01 11:59:59 PM
,Gerald,Keddy,South Shore—St. Margaret's,Nova Scotia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Tina,Keeper,Churchill,Manitoba,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Matthew,Kellway,Beaches—East York,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Gerard,Kennedy,Parkdale—High Park,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Jason,Kenney,Calgary Midnapore,Alberta,Conservative,2015-10-19 12:00:00 AM,2016-09-23 11:59:59 PM
